ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Surface_du_grenier,Garage,Nombre_de_Garages,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Salle_à_manger,Surface_salle_à_manger,Station_de_charge_électrique,Surface_de_lades_salles_de_bain,Panneaux_solaires,Alarme_antieffraction,Surface_du_jardin,Orientation_de_la_façade_du_bien,Référence_PEB,Bien_actuellement_loué,Équipement_de_la_cuisine,Nombre_de_douches,Piscine_extérieure,Adoucisseur_deau,Parlophone,Surface_chambre_à_coucher_5,Véranda,Possibilités_pour_profession_libérale,Buanderie,Nombre_de_place_de_parking_intérieur,Chauffage_au_sol,Raccordé_au_gaz_de_ville,Niveau_E,Pompe_à_chaleur,Feu_ouvert,Surface_du_bureau,Dressing,Local_vélo,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Air_conditionné,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_garage,Affectation_urbanistique_la_plus_récente,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Surface_totale,Compteur_Bihoraire,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_dressing,Porte_de_garage_motorisée,Appartement_de_service,Balcon,Surface_constructible,Citation_pour_infraction_urbanistique,Surface_de_la_véranda,Compteur_électrique_individuel,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_de_gaz_individuel,Clef_électronique
https://immovlan.be/fr/detail/appartement/a-vendre/1540/herne/rbt73283,RBT73283,Appartement à vendre,225000,Patriotsesteenweg 124D,1540 Herne,À rénover,1949,A l’acte,2,9 m²,9 m²,,,80 m²,Non,22 m²,,,,,Oui,1,Kitchenette,10 m²,1,1,,Double vitrage,Non,,,7 m,1,1,,,Oui,17 m²,,,,7 m,Oui,Oui,,351 kWh/m²/an,,24/09/2032,6250,"oui, attestation conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Oui,18 m²,,7 m²,,,,Est,,Non,Semi-équipée,1,,,Oui,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rwc34402,RWC34402,Maison à vendre,530000,Gieterij 1,1540 Herne,Excellent,2023,A l’acte,3,10 m²,11 m²,16 m²,,208 m²,,,Non,,Oui,70 m²,Oui,,,,1,,Non specifié,,Non,Non,3,,,2,Oui,Sud-est,,,,294 m²,,,Oui,Oui,Oui,13 kWh/m²/an,,,,,,,,,Information non communiquée,Information non communiquée,,,Non,9 m²,,Non,,,,Non,Equipée,,Non,Non,Non,,Non,Non,Oui,1,Oui,Non,7,Oui,Non,,,Non,Non,Oui,,Non,Non,Non,Non,,,,,,,,,,,,208 m²,Non,Non,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt41325,RBT41325,Maison à vendre,430000,Driekapellenstraat 1,1540 Herne,Nouveau,2025,A l’acte,3,10 m²,11 m²,35 m²,,116 m²,Non,,,,Oui,,,,Américaine,,1,3,,Double vitrage,,,2,6 m,,1,Oui,,Oui,15 m²,,135 m²,,6 m,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,6 m²,Oui,,110 m²,,,,Equipée,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt31676,RBT31676,Maison à vendre,629000,,1540 Herne,Remis à neuf,,,3,14 m²,18 m²,26 m²,,213 m²,Non,53 m²,,,,,Oui,2,,17 m²,1,,Mazout,Double vitrage,Non,,4,25 m,,2,Oui,,Oui,39 m²,,6289 m²,,25 m,,,,316 kWh/m²/an,,14/05/2034,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,11 m²,,Oui,,,,,Super équipée,,,Oui,,,,,,2,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt29616,RBT29616,Maison à vendre,930000,,1540 Herne,Normal,1968,A convenir,5,,,,,340 m²,Non,50 m²,Non,,Oui,,,,,,3,4,Mazout,,Non,,4,,,5,Oui,,Oui,,,7800 m²,,,,Oui,,581 kWh/m²/an,,,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,Non,,,,,,,Sud,20250428-0003588412-RES-1,Non,Semi-équipée,,,,,,Non,,Non,,,,,,,27 m²,Non,Non,,,,,,,,,,,Zone agricole,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/vbc72359,VBC72359,Maison à vendre,520061,,1540 Herne,Nouveau,,,3,,,,,158 m²,,,,,,,Oui,1,,,1,2,,,,,4,11 m,,,,,,,,938 m²,,11 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1540/herne/rbt18145,RBT18145,Villa à vendre,365000,Patriotsesteenweg 66,1540 Herne,À rénover,1965,,3,14 m²,14 m²,19 m²,,270 m²,,24 m²,Oui,,Oui,,Oui,1,Kitchenette,17 m²,1,2,Mazout,,,,4,15 m,,,Oui,,Oui,,Ouest,1141 m²,,15 m,Oui,,Oui,591 kWh/m²/an,,25/04/2035,,,,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Oui,24 m²,,,,,,,,Non,Semi-équipée,,,,,,Oui,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/vbc65056,VBC65056,Maison à vendre,295000,,1540 Herne,À rénover,1850,A l’acte,2,21 m²,14 m²,,,249 m²,Non,28 m²,,,Oui,25 m²,Oui,1,Kitchenette,17 m²,1,1,Mazout,Double vitrage,Non,Non,4,,1,2,Oui,Est,Oui,50 m²,Est,614 m²,,,,Oui,,755 kWh/m²/an,187892 kWh/an,02/04/2035,48830,"oui, attestation non conforme",,Non,Non,Non,Pas de risque d’inondation,Inondable délimitée,Oui,27 m²,,,,,345 m²,,,Non,Semi-équipée,1,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt13526,RBT13526,Maison à vendre,575000,Stevelberg 9A,1540 Herne,Normal,1988,,5,21 m²,22 m²,19 m²,23 m²,455 m²,Non,71 m²,Oui,90 m²,,,Oui,2,,10 m²,2,,,Double vitrage,Non,,3,16 m,1,4,Oui,Nord-est,Oui,,,1686 m²,,16 m,Oui,Oui,Oui,226 kWh/m²/an,,24/09/2034,,"oui, attestation non conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,16 m²,Oui,,,,,,,,Non,,,16 m²,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1540/herne/rbt04525,RBT04525,Fermette à vendre,950000,,1540 Herne,Normal,,A l’acte,8,29 m²,19 m²,10 m²,14 m²,340 m²,Non,33 m²,Oui,80 m²,Oui,117 m²,Oui,1,,11 m²,2,2,Mazout,Double vitrage,,,4,36 m,,11,Oui,,Oui,,,36646 m²,,36 m,,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,23 m²,,10 m²,,,,,,,,,,,,10 m²,,,Oui,10,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1540/herne/vwd12875,VWD12875,Villa à vendre,740000,Patriotsesteenweg 51 c,1540 Herne,Excellent,1993,A l’acte,4,19 m²,22 m²,13 m²,23 m²,347 m²,,53 m²,Oui,220 m²,Oui,67 m²,Oui,,Américaine,40 m²,2,,Mazout,Double vitrage,Non,Non,4,17 m,,5,Oui,Est,Oui,75 m²,Sud,5400 m²,118 m,54 m,Oui,Oui,Oui,,350 kWh/an,13/04/2025,,"oui, attestation conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,Non,,Non,Oui,4500 m²,Ouest,202504130003574500res1,Non,Super équipée,,Non,Oui,Oui,,Non,Oui,Oui,3,Non,Non,,Non,Oui,33 m²,,Oui,Non,,,Non,Oui,Oui,Non,"oui, attestation conforme",,220 m²,,,,,,Non,,,,Oui,Non,Non,,Oui,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs94040,RBS94040,Maison à vendre,432000,Stationsstraat 53,1540 Herne,Nouveau,2024,Immédiatement,3,17 m²,11 m²,16 m²,,141 m²,Non,24 m²,,,,,,,,20 m²,1,2,,Double vitrage,,,2,,,1,Oui,,Oui,20 m²,,141 m²,,,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Oui,18 m²,Oui,,Oui,,50 m²,,,,Super équipée,,,,Oui,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs94039,RBS94039,Maison à vendre,370000,Stationsstraat 53 8,1540 Herne,Nouveau,2024,Immédiatement,3,10 m²,9 m²,11 m²,,110 m²,Non,40 m²,,,,,,,,11 m²,1,2,,Double vitrage,,,2,,,1,Oui,,Oui,20 m²,,90 m²,,,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,Oui,6 m²,Oui,,30 m²,,,,Super équipée,,,,Oui,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs84658,RBS84658,Maison à vendre,310000,,1540 Herne,À rénover,1967,,3,12 m²,16 m²,18 m²,,177 m²,Non,50 m²,Oui,86 m²,Oui,,Oui,1,Kitchenette,13 m²,1,2,Mazout,Double vitrage,,,3,14 m,,2,Oui,,Oui,,,936 m²,,,,Oui,,570 kWh/m²/an,,13/03/2035,,"oui, attestation non conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,14 m²,,,,,,,Semi-équipée,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs55349,RBS55349,Maison à vendre,389000,Patriotsesteenweg 49,1540 Herne,,1947,A l’acte,4,,,,,184 m²,,,,,Oui,,Oui,,,,2,2,Non specifié,Double vitrage,Non,Non,2,,4,2,Oui,,Oui,31 m²,,341 m²,,,,,,362 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,0002603620,,Equipée,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs55348,RBS55348,Maison à vendre,389000,Patriotsesteenweg 49,1540 Herne,,1947,A l’acte,4,,,,,184 m²,,,,,Oui,,Oui,,,,2,2,Non specifié,Double vitrage,Non,Non,2,,4,2,Oui,,Oui,31 m²,,341 m²,,,,,,362 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,0002603620,,Equipée,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,Non,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/vbc17697,VBC17697,Maison à vendre,740000,,1540 Herne,Excellent,,A l’acte,3,,,,,326 m²,,,,,,,,,,,2,,,,,,4,,,,Oui,,,,,,,,,,,282 kWh/m²/an,91971 kWh/an,26/09/2034,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbr82575,RBR82575,Maison à vendre,485000,Gieterij 53,1540 Herne,Nouveau,2023,Immédiatement,3,12 m²,14 m²,13 m²,,165 m²,Non,36 m²,,,Oui,28 m²,Oui,1,,11 m²,1,2,Gaz,Double vitrage,Non,Non,2,9 m,2,2,Oui,,Oui,26 m²,Sud-ouest,263 m²,,,Oui,Oui,Oui,33 kWh/m²/an,,27/11/2033,,"oui, attestation conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,,,,8 m²,Oui,,,Nord-est,,,Super équipée,1,Non,,,,,,,1,,Oui,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rwc36707,RWC36707,Maison à vendre,360550,,1540 Herne,Excellent,2024,A convenir,3,,,,,704 m²,,,,,Oui,,Oui,,Américaine,,,,Non specifié,,,,3,,,1,,,,,,,,,Oui,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,,,Non,Super équipée,,,,,,,Non,Oui,1,Oui,Oui,23,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1540/herne/rbf87611,RBF87611,Villa à vendre,1060000,,1540 Herne,,2008,,4,,,,,500 m²,Oui,46 m²,Non,,Non,,Oui,1,,,1,3,,,Non,,4,14 m,,2,Oui,,Oui,37 m²,,1254 m²,55 m,,,Oui,,152 kWh/m²/an,,20/05/2032,,"oui, attestation conforme",,,,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,2607911-RES-1,Non,,1,Oui,,,,Non,,Non,,,Oui,,,,22 m²,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,205 m²,Woongebied met landelijk karakter.,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1541/sint-pieters-kapelle/rbt73297,RBT73297,Immeuble mixte à vendre,449000,Geraardsbergsestraat 16,1541 Sint-Pieters-Kapelle,,,A l’acte,3,13 m²,13 m²,25 m²,,250 m²,Non,41 m²,Oui,,Oui,,Oui,1,,22 m²,1,1,Gaz,Double vitrage,,,3,10 m,,,Oui,,Oui,15 m²,Sud-ouest,323 m²,,10 m,Oui,Oui,,370 kWh/m²/an,,,,"oui, attestation conforme",,,,Non,Information non communiquée,Information non communiquée,,,Oui,,,,25 m²,Nord-est,,,,1,,,,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1541/sint-pieters-kapelle/rbt47222,RBT47222,Maison à vendre,498000,,1541 Sint-Pieters-Kapelle,Normal,2003,A l’acte,4,,,,,197 m²,Non,42 m²,Non,,Oui,,Oui,1,,,1,2,Gaz,,Non,,4,,,4,Oui,,Oui,48 m²,,1010 m²,,,,Oui,,84 kWh/m²/an,,,,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,Non,,,,Oui,,,Est,20250204-0003521861-RES-1,Non,Super équipée,,,,,,Non,,Non,,,Oui,,,,9 m²,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1541/sint-pieters-kapelle/rbt41324,RBT41324,Maison à vendre,430000,Driekapellenstraat 1,1541 Sint-Pieters-Kapelle,Nouveau,2025,A l’acte,3,10 m²,11 m²,35 m²,,116 m²,Non,,,,Oui,,,,Américaine,,1,3,,Double vitrage,,,2,6 m,,1,Oui,,Oui,15 m²,,135 m²,,6 m,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,6 m²,Oui,,110 m²,,,,Equipée,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1541/sint-pieters-kapelle/vbc76491,VBC76491,Maison à vendre,240000,,1541 Sint-Pieters-Kapelle,,,,5,,,,,172 m²,,35 m²,Non,,Non,,Oui,1,,,1,,Non specifié,,,,4,,,,Oui,,,,,1020 m²,,,,,,631 kWh/m²/an,,,,,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,,202504220003582354,Non,,,,,,,Non,,Non,1,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1541/sint-pieters-kapelle/rbt19216,RBT19216,Villa à vendre,695000,,1541 Sint-Pieters-Kapelle,,1982,,3,18 m²,9 m²,9 m²,,198 m²,,32 m²,,,Oui,22 m²,Oui,1,,,1,1,Electrique,Double vitrage,,,4,17 m,,,Oui,,Oui,,,3032 m²,,36 m,,,,449 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,UC 35666499-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 m²,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1541/sint-pieters-kapelle/vbc64626,VBC64626,Maison à vendre,295000,,1541 Sint-Pieters-Kapelle,À rénover,1850,A l’acte,2,21 m²,14 m²,,,249 m²,Non,28 m²,,,Oui,25 m²,Oui,1,Kitchenette,17 m²,1,1,Mazout,Double vitrage,Non,Non,4,,1,2,Oui,Est,Oui,50 m²,Est,614 m²,,,,Oui,,755 kWh/m²/an,187892 kWh/an,02/04/2035,48830,"oui, attestation non conforme",,Non,Non,Non,Pas de risque d’inondation,Inondable délimitée,Oui,27 m²,,,,,345 m²,,,Non,Semi-équipée,1,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1541/sint-pieters-kapelle/rbt04108,RBT04108,Maison à vendre,575000,Stevelberg 9A,1541 Sint-Pieters-Kapelle,Normal,1988,,5,21 m²,22 m²,19 m²,23 m²,455 m²,Non,71 m²,Oui,90 m²,Non,,Oui,2,,10 m²,2,,,Double vitrage,Non,,3,16 m,1,4,Oui,Nord-est,Oui,,,1686 m²,,16 m,Oui,Oui,Oui,226 kWh/m²/an,,24/09/2034,,"oui, attestation non conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,16 m²,Oui,,,,,,,,Non,,,16 m²,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1541/sint-pieters-kapelle/vbc25873,VBC25873,Maison à vendre,249000,Gainestraat 24A,1541 Sint-Pieters-Kapelle,À rénover,,,2,,,,,90 m²,Non,,Non,,Oui,,,,,,1,,Mazout,Simple vitrage,Non,Non,,,,,Oui,,Oui,,,1619 m²,,,,,,,,19/01/2035,,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,,,6 m²,,,,,,,,,,,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1541/sint-pieters-kapelle/rwc36704,RWC36704,Maison à vendre,330550,,1541 Sint-Pieters-Kapelle,Excellent,2024,A convenir,3,,,,,445 m²,,,,,Oui,,Oui,,Américaine,,,,Non specifié,,,,3,,,1,,,,,,,,,Oui,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,,,Non,Super équipée,,,,,,,Non,Oui,1,Oui,Oui,23,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/vbc92166,VBC92166,Maison à vendre,550000,Ruisbroeksesteenweg 165,1600 Sint-Pieters-Leeuw,Normal,1920,A l’acte,5,20 m²,15 m²,14 m²,13 m²,245 m²,Non,,,,,,,,,,1,,Gaz,Double vitrage,Non,Non,3,,2,4,Oui,,Oui,,,600 m²,,,,,,331 kWh/m²/an,,15/05/2035,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,200 m²,,,,Super équipée,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/vbc91833,VBC91833,Maison à vendre,419000,,1600 Sint-Pieters-Leeuw,À rénover,,A l’acte,3,13 m²,13 m²,25 m²,,150 m²,,25 m²,Oui,,,,Oui,1,,,1,2,Gaz,Double vitrage,Non,Non,2,,2,1,Oui,,Oui,,,140 m²,,,Oui,Oui,,306 kWh/m²/an,,,7896,"oui, attestation conforme",,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,,,,,Oui,,70 m²,,,,Super équipée,1,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1600/sint-pieters-leeuw/rbt72598,RBT72598,Appartement à vendre,285000,Galgstraat 36 2,1600 Sint-Pieters-Leeuw,Excellent,1967,,2,14 m²,11 m²,,,72 m²,Non,26 m²,Oui,,Non,,Oui,1,Américaine,8 m²,1,1,Gaz,Double vitrage,Non,Non,,,2,,,,Oui,8 m²,,,,,Oui,Oui,Non,244 kWh/m²/an,,07/01/2029,,"oui, attestation conforme",,Oui,Non,Non,Information non communiquée,Information non communiquée,,,,4 m²,,,,Sud,,Oui,Equipée,,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt72076,RBT72076,Maison à vendre,345000,Herfstlaan 9,1600 Sint-Pieters-Leeuw,Normal,1970,A l’acte,3,10 m²,7 m²,11 m²,,106 m²,,28 m²,,,Oui,,Oui,1,Américaine,7 m²,1,1,Air pulsé,Double vitrage,Non,Non,3,,1,1,Oui,,Oui,,,197 m²,,,Oui,Oui,,539 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,4 m²,,,,,,Non,Equipée,1,Non,,,,Oui,,Oui,1,,,,,,,,,,,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1600/sint-pieters-leeuw/rbt71110,RBT71110,Villa à vendre,679000,Kapellestraat 45,1600 Sint-Pieters-Leeuw,,1997,,4,21 m²,16 m²,15 m²,15 m²,223 m²,Non,40 m²,,,Oui,,Oui,,,13 m²,2,2,Gaz,Double vitrage,,,4,,,,Oui,,Oui,,,687 m²,,,Oui,Oui,Oui,211 kWh/m²/an,,,,"oui, attestation conforme",,Oui,Oui,Non,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,Super équipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt69978,RBT69978,Maison à vendre,429000,Rozenstraat 9,1600 Sint-Pieters-Leeuw,,,A l’acte,3,,,,,,,,Non,,Oui,,Oui,1,,,1,2,Mazout,Double vitrage,Non,Non,2,,4,,Oui,,Oui,20 m²,,156 m²,,,,,,393 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,Non,,,0002590230,Non,Equipée,,Non,,,,Non,,Non,,,,,,,,Non,Non,,,,Non,,,,,,,"Zone, info non disponible",,,,,,,,,,,Non,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt69972,RBT69972,Maison à vendre,479000,Brabantsebaan 431,1600 Sint-Pieters-Leeuw,,1953,,3,,,,,170 m²,,,Non,,Oui,,Oui,1,,,1,2,Mazout,Double vitrage,Non,Non,2,,,3,Oui,,Oui,,,,,,,,,426 kWh/m²/an,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,Non,,Sud-ouest,20250525-0003601257-RES-1,Non,Equipée,,Non,,,,Non,,Non,,,,,,,,Non,Non,,,,Non,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,Non,,,,Non,,,,,,,,
